NAME,DESCRIPTION,CHECK DATE,AMOUNT
ABM INDUSTRIES INC,Service Contracts-Custodial,07/03/2019,"$3,857.58"
ABM INDUSTRIES INC,Service Contracts-Custodial,07/03/2019,"$72,740.80"
ABM INDUSTRIES INC,Service Contracts-Custodial,07/11/2019,"$1,134.00"
ABM INDUSTRIES INC,Service Contracts-Custodial,07/16/2019,"$3,857.58"
ABM INDUSTRIES INC,Service Contracts-Custodial,07/16/2019,"$72,740.80"
ACADEMIC CAREER & EXECUTIVE SE,Consultant,07/16/2019,"$4,143.00"
ACADEMIC CAREER & EXECUTIVE SE,Consultant,07/16/2019,"$3,400.00"
ACADEMIC IMPRESSIONS,"Books, Booklets & Tapes",07/03/2019,$310.00
ACCESSDATA GROUP INC,"Copyrights, Royalties & Licens",07/23/2019,"$2,507.00"
ACCT,Consultant,07/12/2019,"$5,503.28"
ACHIEVING THE DREAM INC,Prepaid Expenditures,07/18/2019,"$3,082.50"
ACHIEVING THE DREAM INC,Prepaid Expenditures,07/23/2019,"$18,000.00"
ACHIEVING THE DREAM INC,Prepaid Expenditures,07/30/2019,"$3,245.50"
ACME-SOUTHWEST LOCK SUPPLY INC,Maintenance Supplies,07/03/2019,$591.18
ACME-SOUTHWEST LOCK SUPPLY INC,Maintenance Supplies,07/03/2019,($25.50)
ACME-SOUTHWEST LOCK SUPPLY INC,Maintenance Supplies,07/03/2019,$50.68
ACME-SOUTHWEST LOCK SUPPLY INC,Maintenance Supplies,07/03/2019,$253.76
ADESTRA INC,Other Contracted Svces/Labor,07/11/2019,"$1,932.56"
ADSPACE NETWORKS INC,Advertising,07/03/2019,"$3,987.50"
ADT US HOLDINGS INC DBA ADT LL,Other Contracted Svces/Labor,07/11/2019,$4.24
ADT US HOLDINGS INC DBA ADT LL,Other Contracted Svces/Labor,07/11/2019,$725.61
ADVANCE AUTO PARTS,Classroom Supplies,07/03/2019,$478.38
ADVANCE AUTO PARTS,Classroom Supplies,07/18/2019,$28.70
ADVANCED TECHNOLOGIES CONSULTA,"Copyrights, Royalties & Licens",07/09/2019,"$1,000.00"
ADVANCED TECHNOLOGIES CONSULTA,Minor Equipment,07/16/2019,"$4,159.00"
AHEAD,Seminar/Registration Fees,07/03/2019,"$1,120.00"
AHEAD,Seminar/Registration Fees,07/11/2019,$500.00
AHIMA,Prepaid Expenditures,07/23/2019,"$1,190.00"
AHIMA,Prepaid Expenditures,07/25/2019,$79.00
AIR PERFORMANCE SERVICE INC,Other Contracted Svces/Labor,07/11/2019,"$2,360.00"
AIRGAS USA LLC,Departmental Supplies,07/18/2019,$38.48
AIRGAS USA LLC,Departmental Supplies,07/23/2019,$4.49
AIRGAS USA LLC,Departmental Supplies,07/23/2019,$15.47
AIRGAS USA LLC,Departmental Supplies,07/23/2019,$456.60
AIRGAS USA LLC,Departmental Supplies,07/23/2019,$589.03
AIRGAS USA LLC,Departmental Supplies,07/23/2019,$7.70
AIRGAS USA LLC,Classroom Supplies,07/23/2019,$316.07
AIRGAS USA LLC,Classroom Supplies,07/25/2019,$51.60
AIRGAS USA LLC,Classroom Supplies,07/25/2019,$78.12
AIRGAS USA LLC,Fertilizers & Chemicals,07/30/2019,$176.87
AIRGAS USA LLC,Classroom Supplies,07/09/2019,$53.85
AIRGAS USA LLC,Classroom Supplies,07/09/2019,$80.37
AIRGAS USA LLC,Classroom Supplies,07/09/2019,$325.48
AIRGAS USA LLC,Classroom Supplies,07/09/2019,$7.91
AIRGAS USA LLC,Classroom Supplies,07/11/2019,$18.13
AIRGAS USA LLC,Classroom Supplies,07/12/2019,$144.11
ALIBRIS,Books-Specialized Book Purchases,07/03/2019,$12.94
ALIMED INC,Classroom Supplies,07/12/2019,"$1,355.90"
ALIMED INC,Classroom Supplies,07/12/2019,$537.08
ALLEGORITHMIC SAS,"Copyrights, Royalties & Licens",07/09/2019,"$13,579.30"
ALLEN & COMPANY ENVIRONMENTAL,Construction,07/11/2019,"$21,970.00"
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/16/2019,$75.51
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/16/2019,$24.64
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/16/2019,$78.07
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/16/2019,$224.43
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/16/2019,"$1,221.62"
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/16/2019,$671.75
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/16/2019,$395.56
ALLIANCE BUS GROUP INC,Repairs-Vehicles,07/18/2019,$486.48
ALLIED MEDICAL PROD/AED SUPERS,Departmental Supplies,07/16/2019,"$4,328.48"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,"$1,694.00"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,"$13,304.03"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,$924.00
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,"$1,703.63"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,"$1,078.00"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,"$13,578.38"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,"$1,694.00"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,$924.00
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/03/2019,"$12,842.03"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/18/2019,$924.00
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/18/2019,"$2,233.12"
ALLIED UNIVERSAL SECURITY SERV,Other Contracted Svces/Labor,07/23/2019,"$10,744.90"
ALREADY GEAR INC,Departmental Supplies,07/09/2019,$997.00
ALREADY GEAR INC,Promotional Activities,07/11/2019,"$1,300.00"
ALREADY GEAR INC,Departmental Supplies,07/25/2019,"$4,675.00"
ALREADY GEAR INC,Promotional Activities,07/30/2019,$100.00
ALREADY GEAR INC,Promotional Activities,07/30/2019,$543.95
ALREADY GEAR INC,Promotional Activities,07/30/2019,$357.00
ALREADY GEAR INC,Promotional Activities,07/30/2019,$829.00
ALREADY GEAR INC,Promotional Activities,07/30/2019,$247.93
ALTEX ELECTRONICS LTD,Non-Inv Equipment,07/11/2019,$175.60
ALTEX ELECTRONICS LTD,Non-Inv Equipment,07/18/2019,$83.32
AMAZON.COM LLC,"Books, Booklets & Tapes",07/03/2019,$137.20
AMAZON.COM LLC,"Books, Booklets & Tapes",07/03/2019,$31.79
AMAZON.COM LLC,Books-Specialized Book Purchases,07/03/2019,$116.15
AMAZON.COM LLC,Books-Specialized Book Purchases,07/03/2019,$191.19
AMAZON.COM LLC,Books-Specialized Book Purchases,07/03/2019,$999.00
AMAZON.COM LLC,Books-Specialized Book Purchases,07/03/2019,$24.69
AMAZON.COM LLC,Books-Specialized Book Purchases,07/03/2019,$15.10
AMAZON.COM LLC,Books-Specialized Book Purchases,07/03/2019,$25.94
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$8.48
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$15.53
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$91.89
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$26.74
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$20.37
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$50.39
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$122.61
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$52.32
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$18.49
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$38.77
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$31.62
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$19.71
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$9.89
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$20.98
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$13.17
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$14.50
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$45.47
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$15.99
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$16.49
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$9.99
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$238.35
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$56.25
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$58.99
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$101.05
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$353.97
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$42.00
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$56.01
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$37.08
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$18.71
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$9.98
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$39.94
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$104.62
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$93.30
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$11.61
AMAZON.COM LLC,Books-Specialized Book Purchases,07/09/2019,$21.94
AMAZON.COM LLC,Classroom Supplies,07/09/2019,$80.94
AMAZON.COM LLC,Non-Inv Computer Peripherals,07/16/2019,$37.99
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$225.62
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$46.97
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$119.67
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$114.63
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$36.26
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$20.59
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$19.09
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$20.89
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$27.48
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$29.95
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$18.98
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$149.66
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$183.48
AMAZON.COM LLC,Books-Specialized Book Purchases,07/16/2019,$39.26
AMAZON.COM LLC,Cloud Based Services,07/16/2019,$1.19
AMAZON.COM LLC,Cloud Based Services,07/16/2019,$6.40
AMAZON.COM LLC,Office Supplies,07/18/2019,$139.99
AMAZON.COM LLC,Books-Specialized Book Purchases,07/18/2019,$115.18
AMAZON.COM LLC,Books-Specialized Book Purchases,07/25/2019,($126.10)
AMAZON.COM LLC,Books-Specialized Book Purchases,07/25/2019,$24.48
AMAZON.COM LLC,Books-Specialized Book Purchases,07/25/2019,$36.22
AMAZON.COM LLC,Books-Specialized Book Purchases,07/25/2019,$66.99
AMAZON.COM LLC,Books-Specialized Book Purchases,07/25/2019,$150.40
AMAZON.COM LLC,Books-Specialized Book Purchases,07/25/2019,$60.39
AMAZON.COM LLC,Books-Specialized Book Purchases,07/25/2019,$165.89
"AMBIUS, LLC (21)",Service Contracts,07/09/2019,$140.00
"AMBIUS, LLC (21)",Service Contracts,07/09/2019,$300.00
"AMBIUS, LLC (21)",Service Contracts,07/23/2019,$135.00
AMERICA TEAM SPORTS,Departmental Supplies,07/18/2019,"$1,521.00"
AMERICA TO GO LLC,Official Functions,07/03/2019,$262.66
AMERICA TO GO LLC,Official Functions,07/03/2019,$294.50
AMERICA TO GO LLC,Official Functions,07/03/2019,$294.50
AMERICA TO GO LLC,Official Functions,07/03/2019,$298.30
AMERICA TO GO LLC,Official Functions,07/03/2019,$291.65
AMERICA TO GO LLC,Official Functions,07/03/2019,$253.78
AMERICA TO GO LLC,Official Functions,07/03/2019,$132.00
AMERICA TO GO LLC,Official Functions,07/03/2019,$56.05
AMERICA TO GO LLC,Official Functions,07/03/2019,$72.20
AMERICA TO GO LLC,Official Functions,07/03/2019,$85.00
AMERICA TO GO LLC,Official Functions,07/03/2019,$66.00
AMERICA TO GO LLC,Official Functions,07/03/2019,$231.00
AMERICA TO GO LLC,Official Functions,07/03/2019,$512.75
AMERICA TO GO LLC,Official Functions,07/03/2019,$325.59
AMERICA TO GO LLC,Official Functions,07/03/2019,$216.60
AMERICA TO GO LLC,Official Functions,07/03/2019,$339.30
AMERICA TO GO LLC,Official Functions,07/03/2019,$423.80
AMERICA TO GO LLC,Clearing,07/09/2019,"$1,650.00"
AMERICA TO GO LLC,Clearing,07/09/2019,$262.66
AMERICA TO GO LLC,Clearing,07/09/2019,$68.98
AMERICA TO GO LLC,Clearing,07/09/2019,$560.50
AMERICA TO GO LLC,Clearing,07/09/2019,$606.30
AMERICA TO GO LLC,Clearing,07/09/2019,$375.00
AMERICA TO GO LLC,Clearing,07/09/2019,$382.84
AMERICA TO GO LLC,Clearing,07/09/2019,$343.20
AMERICA TO GO LLC,Clearing,07/09/2019,$318.60
AMERICA TO GO LLC,Clearing,07/09/2019,$163.27
AMERICA TO GO LLC,Staff Development,07/11/2019,$332.70
AMERICA TO GO LLC,Staff Development,07/11/2019,"$1,433.00"
AMERICA TO GO LLC,Staff Development,07/11/2019,"$1,632.50"
AMERICA TO GO LLC,Staff Development,07/11/2019,"$1,338.50"
AMERICA TO GO LLC,Staff Development,07/11/2019,"$1,879.25"
AMERICA TO GO LLC,Staff Development,07/11/2019,$432.50
AMERICA TO GO LLC,Staff Development,07/11/2019,$299.68
AMERICA TO GO LLC,Staff Development,07/11/2019,$204.42
AMERICA TO GO LLC,Staff Development,07/11/2019,$68.20
AMERICA TO GO LLC,Staff Development,07/11/2019,$262.66
AMERICA TO GO LLC,Official Functions,07/12/2019,$171.72
AMERICA TO GO LLC,Official Functions,07/12/2019,$169.75
AMERICA TO GO LLC,Official Functions,07/12/2019,$155.38
AMERICA TO GO LLC,Official Functions,07/12/2019,$47.75
AMERICA TO GO LLC,Official Functions,07/12/2019,$143.64
AMERICA TO GO LLC,Official Functions,07/12/2019,$68.98
AMERICA TO GO LLC,Staff Development,07/16/2019,$202.50
AMERICA TO GO LLC,Staff Development,07/16/2019,$299.00
AMERICA TO GO LLC,Official Functions,07/18/2019,$525.80
AMERICA TO GO LLC,Official Functions,07/18/2019,$344.30
AMERICA TO GO LLC,Official Functions,07/18/2019,"($4,500.00)"
AMERICA TO GO LLC,Official Functions,07/18/2019,"$4,500.00"
AMERICA TO GO LLC,Official Functions,07/18/2019,$453.45
AMERICA TO GO LLC,Official Functions,07/18/2019,"$3,705.00"
AMERICA TO GO LLC,Official Functions,07/18/2019,$204.42
AMERICA TO GO LLC,Official Functions,07/18/2019,"$1,378.50"
AMERICA TO GO LLC,Official Functions,07/18/2019,$262.66
AMERICA TO GO LLC,Official Functions,07/18/2019,$288.10
AMERICA TO GO LLC,Official Functions,07/18/2019,$252.72
AMERICA TO GO LLC,Official Functions,07/18/2019,$200.30
AMERICA TO GO LLC,Official Functions,07/18/2019,$219.00
AMERICA TO GO LLC,Official Functions,07/18/2019,$362.75
AMERICA TO GO LLC,Official Functions,07/18/2019,$575.00
AMERICA TO GO LLC,Official Functions,07/18/2019,$398.25
AMERICA TO GO LLC,Official Functions,07/18/2019,$47.75
AMERICA TO GO LLC,Official Functions,07/18/2019,$52.72
AMERICA TO GO LLC,Official Functions,07/18/2019,"$4,500.00"
AMERICA TO GO LLC,Official Functions,07/18/2019,$727.50
AMERICA TO GO LLC,Official Functions,07/25/2019,$262.66
AMERICA TO GO LLC,Official Functions,07/25/2019,"$3,276.34"
AMERICA TO GO LLC,Official Functions,07/25/2019,$47.75
AMERICA TO GO LLC,Official Functions,07/25/2019,$155.38
AMERICA TO GO LLC,Official Functions,07/25/2019,$310.64
AMERICA TO GO LLC,Official Functions,07/25/2019,$174.27
AMERICA TO GO LLC,Official Functions,07/25/2019,$55.74
AMERICA TO GO LLC,Official Functions,07/25/2019,$155.38
AMERICA TO GO LLC,Official Functions,07/25/2019,$270.72
AMERICA TO GO LLC,Official Functions,07/25/2019,$204.42
AMERICA TO GO LLC,Official Functions,07/25/2019,$247.00
AMERICA TO GO LLC,Official Functions,07/25/2019,$56.96
AMERICA TO GO LLC,Official Functions,07/25/2019,$155.38
AMERICA TO GO LLC,Official Functions,07/25/2019,$355.45
AMERICA TO GO LLC,Miscellaneous,07/30/2019,$550.00
AMERICA TO GO LLC,Miscellaneous,07/30/2019,$297.16
AMERICA TO GO LLC,Miscellaneous,07/30/2019,$232.65
AMERICA TO GO LLC,Miscellaneous,07/30/2019,$152.92
AMERICAN ANIMAL HOSPITAL ASSN,Other Contracted Svces/Labor,07/23/2019,"$30,860.50"
AMERICAN ASSOCIATION OF NOTARI,Miscellaneous Fees,07/23/2019,$96.90
AMERICAN BAR ASSOCIATION,Memberships,07/09/2019,$270.00
AMERICAN BAR ASSOCIATION,Prepaid Expenditures,07/09/2019,$150.00
AMERICAN CNCL FOR CONSTRUCTION,Travel-Out of Area,07/23/2019,$430.00
AMERICAN EXPRESS,Official Functions,07/03/2019,$300.40
AMERICAN EXPRESS,Official Functions,07/03/2019,$523.80
AMERICAN EXPRESS,Miscellaneous Fees,07/23/2019,$30.00
AMERICAN EXPRESS,Official Functions,07/30/2019,$245.17
AMERICAN EXPRESS,Official Functions,07/30/2019,$479.94
AMERICAN GOLF CARS,Maintenance Supplies,07/23/2019,$823.89
AMERICAN RED CROSS,Clearing,07/11/2019,$60.00
AMERICAN SAFETY COUNCIL INC,Seminar/Registration Fees,07/18/2019,$178.00
AMERICAN SIGN LANGUAGE INTRPIN,Other Contracted Svces/Labor,07/03/2019,"$2,490.00"
AMERICAN SIGN LANGUAGE INTRPIN,Other Contracted Svces/Labor,07/09/2019,"$4,972.50"
AMERICAN SIGN LANGUAGE INTRPIN,Other Contracted Svces/Labor,07/30/2019,"$4,530.00"
AMERICAN TECHNICAL PUBLISHERS,"Books, Booklets & Tapes",07/30/2019,$307.04
AMERICAN WELDING SOCIETY INC,Other Contracted Svces/Labor,07/18/2019,$200.00
AMERICAN WELDING SOCIETY INC,Other Contracted Svces/Labor,07/18/2019,$50.00
AMERICAN WELDING SOCIETY INC,Other Contracted Svces/Labor,07/18/2019,$74.41
"AMERIPRISE FINANCIAL SERVICES,",Payroll Deductions,07/30/2019,"$1,300.00"
"AMERIPRISE FINANCIAL SERVICES,",Payroll Deductions,07/30/2019,"$7,934.71"
ANIMAL TECHNOLOGIES,Classroom Supplies,07/11/2019,$881.02
ANSCHUTZ TEXAS LP DBA,Commencement Exercises,07/11/2019,"$2,127.45"
AOTA,Prepaid Expenditures,07/09/2019,$70.00
APCA,Seminar/Registration Fees,07/03/2019,$998.00
APCA,Memberships,07/18/2019,$269.00
APCA,Prepaid Expenditures,07/30/2019,$269.00
APEX SUPPLY COMPANY,Plumbing Supplies,07/09/2019,"$1,948.87"
APEX SUPPLY COMPANY,Plumbing Supplies,07/11/2019,$89.60
APEX SUPPLY COMPANY,Plumbing Supplies,07/11/2019,$160.88
APEX SUPPLY COMPANY,Plumbing Supplies,07/30/2019,"$1,670.46"
APEX SUPPLY COMPANY,Plumbing Supplies,07/30/2019,$218.82
APOLLO MACHINE TOOL SERVICES I,Service Contracts,07/25/2019,"$1,298.23"
APPA,Memberships,07/03/2019,$782.00
APPA,Prepaid Expenditures,07/18/2019,"$1,495.00"
APPA,Prepaid Expenditures,07/30/2019,"$1,495.00"
APPA,Prepaid Expenditures,07/30/2019,"$1,495.00"
APPLE INC,Non-Inv Computer Equipment,07/03/2019,$899.00
APPLE INC,Non-Inv Computer Peripherals,07/09/2019,$161.00
APPLE INC,Non-Inv Computer Peripherals,07/09/2019,$238.00
APPLE INC,Non-Inv Computer Peripherals,07/09/2019,$234.00
APPLE INC,Minor Equipment,07/11/2019,"$2,712.00"
APPLE INC,Non-Inv Equipment,07/11/2019,"$1,244.00"
APPLE INC,Equipment-Special-Inventoriable,07/16/2019,"$13,522.00"
APPLE INC,Minor Equipment,07/16/2019,"$2,544.00"
APPLE INC,Non-Inv Software,07/23/2019,$949.00
APPLE INC,Non-Inv Software,07/23/2019,$205.00
APPLE INC,Non-Inv Software,07/23/2019,$199.00
APPLE INC,Minor Equipment,07/25/2019,"$1,529.00"
APPLE INC,Minor Equipment,07/25/2019,$183.00
APPLE INC,Minor Equipment,07/25/2019,"$4,505.00"
APPLE INC,Minor Equipment,07/25/2019,$116.00
APPLE INC,Minor Equipment,07/25/2019,"$2,390.00"
APPLE INC,Non-Inv Computer Peripherals,07/30/2019,$161.00
APPLE INC,Non-Inv Computer Peripherals,07/30/2019,$259.00
APPLE INC,Non-Inv Computer Peripherals,07/30/2019,$63.00
APPLE INC,Non-Inv Computer Peripherals,07/30/2019,"$2,363.00"
"APPLETON, KALEE",Consultant,07/30/2019,"$1,500.00"
ARLINGTON CAMERA INC,Classroom Supplies,07/03/2019,$249.35
ARLINGTON CHAMBER OF COMMERCE,Promotional Activities,07/09/2019,"$2,000.00"
ASBDC,Prepaid Expenditures,07/11/2019,$908.43
ASBDC,Prepaid Expenditures,07/11/2019,$908.43
ASBDC,Prepaid Expenditures,07/11/2019,$908.43
ASBDC,Prepaid Expenditures,07/11/2019,$908.43
ASSEMBLY UNLIMITED INC,Repairs-Classroom Equipment,07/11/2019,$135.00
ASSEMBLY UNLIMITED INC,Repairs-Classroom Equipment,07/23/2019,$120.00
ASSESSMENT TECHNOLOGIES INSTIT,Tests & Testing Services,07/16/2019,"$1,550.00"
ASSESSMENT TECHNOLOGIES INSTIT,Tests & Testing Services,07/16/2019,$310.00
ASSOCIATED COLLEGIATE PRESS,Memberships,07/03/2019,$256.00
AT ONCE PARTY RENTAL,Rental/Lease-Other,07/03/2019,$365.20
AT ONCE PARTY RENTAL,Rental/Lease-Other,07/03/2019,$420.00
AT&T,Telephone-Local Service,07/03/2019,"$13,714.26"
